distance_km,hour,day_of_week,road_type,historical_speed,traffic_multiplier
19.77,17,5,0,37.17,1.75
8.66,23,1,0,66.94,1.13
6.45,7,6,1,77.77,1.29
19.48,5,3,0,49.76,1.13
17.27,6,0,1,41.66,1.36
10.97,15,0,1,23.44,1.19
12.96,6,4,0,74.97,1.12
16.22,5,1,1,44.08,1.39
10.25,21,0,0,39.49,1.08
13.04,18,5,1,24.95,2.2
8.04,5,3,0,26.68,1.0
9.57,12,3,0,38.91,1.06
9.39,1,6,0,21.78,1.03
6.88,15,6,0,40.48,1.0
8.9,13,3,1,34.3,1.26
16.07,7,2,0,70.18,1.0
2.57,9,0,1,29.88,1.89
12.31,2,0,0,79.67,1.0
18.81,5,3,0,37.42,1.17
19.44,4,4,1,46.93,1.37
14.46,12,2,1,63.32,1.23
5.55,10,2,1,48.33,1.5
5.71,9,6,0,22.19,1.59
3.2,2,6,1,58.62,1.32
8.75,19,3,1,55.63,1.47
15.56,23,0,0,50.84,1.16
5.84,4,2,0,28.37,1.0
3.42,1,5,0,57.14,1.1
7.99,10,3,0,63.9,1.14
16.79,19,1,0,56.25,1.16
18.53,1,0,0,25.36,1.17
14.68,22,5,0,44.97,1.0
9.71,9,5,0,75.87,1.75
12.01,16,3,1,71.12,1.47
12.04,19,1,0,79.55,1.02
9.8,7,6,0,50.34,1.12
5.65,1,4,1,42.06,1.39
9.75,5,5,0,31.94,1.0
13.79,1,3,0,76.17,1.03
3.35,23,5,0,74.7,1.0
12.96,8,4,0,35.02,1.9
3.79,22,6,1,50.96,1.24
7.61,11,4,0,58.56,1.03
12.83,0,2,1,22.39,1.3
19.12,23,5,1,66.14,1.43
16.72,5,6,1,30.12,1.42
12.27,0,0,0,74.25,1.04
7.29,3,4,0,25.89,1.18
12.75,9,5,1,70.1,1.82
10.46,18,3,0,64.89,1.53
19.8,9,3,0,58.34,1.81
6.23,23,4,1,56.46,1.45
19.6,5,1,1,71.08,1.4
14.15,6,5,0,70.78,1.0
16.76,10,2,0,30.96,1.13
17.54,12,3,0,28.16,1.15
6.82,9,1,0,77.09,1.7
18.8,14,0,1,51.2,1.42
7.91,17,3,0,48.55,1.58
18.8,16,6,1,34.9,1.44
13.38,11,2,1,62.92,1.17
10.46,5,6,0,65.16,1.0
18.75,13,6,0,54.79,1.0
15.16,20,2,0,63.19,1.12
1.37,17,6,0,57.69,1.45
11.47,3,5,0,53.03,1.0
16.35,6,0,1,40.22,1.28
18.39,10,5,1,62.36,1.23
4.02,20,3,1,67.76,1.29
9.28,21,5,0,75.59,1.11
12.49,7,2,0,67.58,1.15
5.85,5,4,1,58.0,1.28
7.98,12,6,0,75.57,1.05
14.05,8,1,0,40.36,1.52
19.22,13,1,1,50.89,1.45
16.85,9,5,1,39.44,2.08
2.41,12,6,1,37.54,1.42
7.03,15,2,0,51.98,1.09
4.68,14,4,0,47.84,1.06
19.52,10,4,1,22.63,1.46
7.07,6,4,1,64.74,1.45
8.97,18,3,0,35.17,1.48
13.25,4,0,1,35.72,1.35
8.71,17,0,0,77.35,1.49
3.29,22,6,1,66.68,1.49
2.21,19,4,0,39.77,1.08
14.05,19,4,0,21.32,1.0
15.82,8,3,0,70.95,1.54
5.2,20,2,1,52.58,1.21
10.69,9,5,1,76.29,1.76
10.86,20,4,1,25.38,1.49
9.91,12,5,1,78.09,1.54
11.12,3,0,0,73.91,1.05
15.75,12,2,1,71.73,1.15
5.92,6,2,0,79.21,1.0
9.38,20,3,0,29.73,1.0
8.97,7,1,1,48.55,1.48
13.32,23,0,0,76.48,1.0
13.33,11,2,0,38.71,1.0
4.14,2,0,0,52.64,1.04
6.0,4,0,1,20.68,1.22
10.95,13,3,1,38.53,1.16
16.77,4,3,1,57.7,1.36
18.97,13,3,1,42.85,1.4
18.31,23,0,0,44.72,1.0
7.9,17,1,1,63.56,1.97
6.84,10,0,0,35.19,1.11
13.39,15,1,1,21.24,1.54
3.87,23,6,1,75.58,1.39
7.76,17,6,0,49.43,1.6
15.74,2,4,0,64.78,1.05
8.67,2,3,1,53.49,1.19
4.14,4,5,1,27.74,1.54
4.71,8,6,1,50.24,1.8
18.1,9,5,1,56.37,2.04
15.35,13,4,1,68.84,1.23
8.19,0,6,1,29.07,1.25
12.17,22,5,1,64.26,1.36
5.79,6,2,0,69.33,1.0
5.77,23,3,0,53.25,1.0
10.55,21,1,1,25.38,1.49
19.36,10,2,1,59.06,1.41
8.19,8,5,1,33.56,1.86
16.82,10,3,1,59.18,1.32
1.08,5,1,1,30.0,1.33
5.78,7,6,0,57.83,1.07
10.26,17,1,0,37.94,1.84
10.74,16,3,1,64.16,1.25
15.41,5,5,0,76.32,1.07
8.16,11,4,1,79.2,1.25
8.25,6,1,1,68.81,1.4
12.36,10,2,1,48.33,1.28
9.5,12,1,0,42.87,1.03
11.44,10,6,0,57.74,1.05
10.45,21,0,0,74.85,1.17
14.29,6,5,1,71.64,1.29
10.87,17,1,1,72.36,2.0
15.35,4,6,1,64.56,1.23
2.14,8,5,0,20.54,1.56
6.38,10,6,0,52.15,1.15
13.45,19,4,0,61.37,1.02
17.23,15,6,0,52.39,1.03
3.65,12,1,0,79.65,1.06
2.39,17,1,0,66.37,1.53
18.53,11,0,1,32.5,1.45
11.0,7,0,0,28.66,1.06
10.54,13,0,1,37.83,1.53
4.74,4,6,1,44.87,1.4
15.86,3,6,0,75.09,1.05
11.79,22,6,1,33.82,1.35
12.05,20,1,1,79.51,1.21
14.36,16,4,0,77.66,1.0
5.25,10,6,0,27.3,1.0
12.92,19,6,0,31.23,1.16
13.5,9,6,1,42.47,1.78
3.64,1,2,0,22.44,1.08
19.79,8,4,0,24.63,1.65
18.17,5,2,0,56.22,1.07
3.38,0,1,1,44.38,1.46
10.46,15,5,1,47.09,1.19
6.17,12,2,0,26.66,1.0
4.3,19,1,1,63.94,1.34
10.01,5,1,0,59.05,1.11
10.05,7,0,1,31.82,1.34
2.39,10,1,0,35.39,1.0
10.66,20,0,1,57.85,1.21
7.45,7,1,1,35.66,1.34
18.41,12,3,0,74.4,1.14
6.29,3,4,0,58.68,1.0
6.31,20,3,0,58.32,1.01
10.58,1,0,0,44.91,1.03
6.22,9,6,0,76.76,1.72
10.48,16,4,0,71.7,1.0
5.92,22,0,1,23.17,1.46
4.72,6,3,0,21.02,1.15
11.33,21,1,1,23.74,1.24
13.22,11,0,0,29.15,1.0
8.14,22,4,1,54.34,1.45
4.33,10,2,0,59.49,1.0
17.47,20,6,1,22.61,1.21
14.02,13,5,1,76.32,1.33
11.23,17,0,1,30.29,2.1
17.89,0,3,0,21.51,1.13
5.29,22,6,0,28.45,1.0
14.69,8,5,1,63.93,1.8
19.72,12,2,1,63.65,1.46
11.75,12,2,0,65.11,1.11
1.12,11,4,1,55.02,1.41
1.89,21,3,0,50.81,1.14
7.1,12,3,0,42.01,1.0
12.6,22,1,1,68.88,1.31
4.67,0,1,1,55.88,1.5
14.08,22,0,0,45.94,1.05
13.0,0,1,0,39.12,1.01
17.05,21,2,0,27.44,1.14
14.9,0,6,0,52.39,1.08
9.77,21,5,0,71.75,1.0
4.14,15,0,1,42.59,1.33
19.78,11,1,0,21.11,1.2
13.09,4,0,0,72.27,1.12
6.6,2,6,0,59.15,1.18
17.58,12,5,1,76.56,1.42
15.83,15,6,0,35.18,1.18
19.78,2,5,0,71.79,1.08
6.47,14,1,1,35.79,1.41
6.72,2,0,0,40.58,1.01
3.74,18,5,1,31.51,2.2
18.87,18,6,1,51.02,2.15
7.6,11,6,1,64.22,1.21
9.41,3,4,1,31.61,1.36
16.94,4,2,0,76.75,1.12
4.56,14,1,0,33.25,1.0
8.02,1,4,0,58.56,1.2
11.75,22,0,1,40.51,1.47
2.42,23,4,1,20.73,1.22
3.53,0,2,1,46.96,1.52
16.7,9,0,0,36.18,1.61
18.25,21,0,0,41.14,1.0
9.43,14,5,1,69.36,1.27
3.77,12,5,0,43.57,1.14
16.32,18,4,0,60.38,1.83
5.38,21,3,1,34.39,1.3
16.15,23,5,1,71.21,1.14
1.94,20,4,0,27.84,1.08
1.73,5,2,1,35.03,1.37
14.02,0,6,0,56.55,1.15
8.19,2,4,0,74.11,1.0
8.34,12,2,0,21.91,1.1
16.03,21,2,1,31.89,1.26
12.49,9,4,1,43.95,2.14
4.72,16,5,0,45.39,1.02
11.2,23,5,1,51.19,1.19
18.45,22,0,0,42.1,1.01
15.55,12,3,1,67.83,1.41
14.36,14,6,1,46.64,1.33
5.79,18,5,0,79.36,1.54
11.95,12,5,1,72.93,1.43
3.29,23,3,1,45.89,1.29
17.36,11,2,1,56.04,1.38
2.84,8,0,1,78.04,2.07
3.26,10,2,0,59.02,1.01
5.79,9,0,0,53.14,1.73
10.49,3,4,0,66.31,1.05
10.09,17,1,0,34.71,1.85
3.52,6,6,0,54.15,1.08
10.73,0,2,0,67.83,1.14
11.67,23,0,1,23.6,1.31
2.96,23,1,1,65.84,1.32
9.62,17,4,1,79.02,1.85
13.62,18,1,1,46.24,1.95
12.83,6,5,1,61.95,1.56
7.46,15,6,0,56.24,1.01
9.17,10,3,0,41.53,1.03
13.79,2,0,0,39.95,1.0
18.33,8,4,1,26.4,1.77
4.36,23,5,1,78.65,1.34
8.81,20,4,1,59.95,1.27
8.59,11,1,0,37.15,1.0
7.48,23,4,1,33.2,1.57
4.57,15,6,0,46.13,1.06
2.82,14,2,0,43.8,1.01
10.58,11,1,0,50.95,1.02
9.91,23,1,0,33.72,1.13
12.47,13,5,1,24.94,1.34
10.95,13,4,0,25.85,1.13
7.47,8,5,1,31.53,1.75
3.33,18,6,1,25.95,1.79
5.87,11,2,0,23.97,1.13
17.65,13,0,0,42.1,1.0
16.83,22,3,0,36.16,1.0
2.59,17,5,0,56.61,1.82
18.5,14,1,0,26.9,1.0
7.73,22,3,1,51.29,1.29
12.64,3,5,0,20.11,1.07
8.28,18,2,0,38.82,1.66
5.86,1,3,0,56.99,1.2
11.35,7,4,0,74.41,1.01
10.11,2,1,1,25.52,1.28
16.44,15,3,1,31.88,1.29
12.08,23,3,0,60.8,1.14
17.77,19,3,0,34.74,1.16
14.67,16,3,0,34.96,1.08
9.06,4,1,0,22.43,1.11
6.11,10,1,1,74.32,1.52
16.67,12,2,0,53.24,1.0
13.04,15,4,0,27.57,1.2
14.9,9,1,0,49.23,1.71
13.68,8,3,1,27.32,1.82
19.79,14,0,0,58.95,1.05
18.06,10,3,0,41.54,1.01
5.29,18,4,1,46.79,2.03
18.48,19,4,0,23.35,1.17
17.59,19,2,0,31.43,1.16
10.5,1,6,1,43.66,1.18
4.55,14,1,1,54.23,1.41
13.92,7,6,0,34.08,1.04
16.41,12,2,0,28.76,1.06
12.9,23,4,0,71.51,1.02
19.85,10,3,1,77.93,1.45
9.02,8,0,0,40.71,1.69
2.6,7,5,0,39.59,1.18
5.14,12,1,0,40.15,1.0
5.72,21,2,1,27.68,1.37
6.52,22,0,0,63.22,1.18
13.14,9,2,0,32.27,1.59
9.04,7,3,0,75.17,1.0
15.75,9,0,1,44.42,1.91
14.23,8,5,0,69.18,1.77
9.19,3,5,1,29.45,1.42
10.52,7,1,1,78.65,1.31
12.97,0,5,0,49.85,1.0
3.46,3,5,1,73.32,1.33
18.75,5,4,0,45.35,1.14
18.1,12,3,0,31.22,1.12
8.04,4,6,1,61.83,1.52
2.07,12,3,0,57.8,1.0
18.01,22,1,1,73.81,1.53
11.33,11,1,1,75.49,1.41
14.59,1,5,1,38.29,1.41
11.19,2,0,1,31.16,1.32
10.54,13,6,0,47.6,1.03
10.02,15,5,1,46.97,1.5
15.05,5,1,0,39.31,1.0
12.62,12,5,1,49.67,1.47
11.23,15,5,0,27.01,1.13
19.52,20,6,0,37.2,1.0
18.1,0,2,1,79.55,1.25
14.56,12,4,0,35.61,1.12
14.23,6,4,0,20.11,1.14
9.08,8,3,1,36.71,2.23
17.35,9,4,0,34.2,1.79
3.88,6,3,1,58.7,1.29
2.02,6,4,1,68.12,1.26
17.16,3,4,1,23.74,1.24
3.4,11,4,0,45.39,1.12
7.24,9,4,1,43.7,2.03
13.68,16,5,1,69.37,1.38
15.49,17,5,0,59.11,1.84
5.73,9,3,1,21.69,1.82
11.08,20,0,1,77.22,1.45
16.25,17,6,1,34.66,2.21
15.5,8,1,1,75.43,1.72
11.67,6,4,0,50.77,1.08
10.82,15,5,1,64.16,1.18
2.49,10,5,0,74.27,1.16
17.82,0,5,0,49.11,1.13
15.66,6,1,0,43.26,1.0
7.72,18,2,1,61.68,1.98
5.41,4,3,0,61.1,1.0
13.1,22,2,1,27.19,1.43
11.18,11,4,1,22.73,1.51
5.52,14,1,0,71.67,1.0
9.31,0,4,0,51.37,1.06
19.84,11,1,1,77.95,1.4
10.23,12,6,1,23.16,1.14
19.38,13,1,0,63.99,1.0
12.06,21,6,0,21.97,1.02
19.63,9,4,1,70.42,2.15
12.76,7,1,1,69.7,1.36
15.93,1,4,0,48.91,1.07
15.56,21,3,1,24.28,1.48
10.07,0,2,0,34.71,1.08
5.84,8,3,0,79.02,1.81
3.27,8,6,1,76.94,1.83
10.58,12,0,1,46.45,1.32
18.33,8,0,0,78.41,1.51
8.68,8,1,0,31.22,1.64
1.41,19,4,0,25.44,1.09
9.99,2,1,0,33.42,1.0
7.15,7,6,1,76.4,1.22
14.41,1,3,0,62.24,1.0
2.09,8,2,1,20.1,2.17
2.19,8,1,0,65.14,1.71
9.17,0,2,1,55.98,1.22
6.6,16,1,1,34.04,1.29
3.12,0,5,0,33.35,1.0
4.95,13,5,0,62.91,1.0
8.45,12,2,1,46.07,1.15
17.11,18,5,1,52.71,2.05
10.09,18,1,0,22.5,1.62
14.52,16,5,0,32.8,1.0
16.54,19,1,0,58.48,1.04
1.13,12,4,1,68.65,1.3
7.22,3,0,0,43.87,1.12
8.82,4,1,1,26.37,1.4
1.24,3,0,0,75.68,1.0
9.52,4,6,1,39.67,1.34
16.88,5,6,1,77.09,1.39
6.2,10,2,0,64.4,1.01
11.55,4,5,1,42.84,1.34
13.46,17,4,1,47.77,1.8
16.07,1,6,0,64.5,1.15
8.45,5,4,1,58.16,1.39
12.33,10,5,1,68.02,1.31
7.67,11,0,0,43.65,1.07
2.88,11,5,0,74.63,1.1
11.18,8,6,1,76.38,1.77
19.11,22,1,0,35.27,1.0
3.54,11,5,1,35.45,1.32
17.82,5,0,0,69.68,1.0
4.85,6,0,0,41.14,1.03
7.79,14,3,0,37.28,1.12
12.94,17,2,1,36.65,2.03
17.87,1,4,1,30.1,1.41
17.35,4,6,0,71.65,1.09
11.04,22,2,0,77.69,1.08
7.18,17,6,1,67.6,2.16
10.72,16,5,1,47.68,1.37
11.49,0,5,0,38.28,1.08
7.88,20,3,0,67.39,1.1
14.28,2,1,0,74.89,1.05
17.59,17,1,1,43.58,1.78
14.72,8,4,0,73.58,1.82
15.36,17,1,0,24.75,1.41
11.54,22,0,0,51.53,1.0
16.73,22,5,1,57.63,1.41
9.17,4,1,0,37.88,1.13
15.16,9,5,0,72.13,1.68
16.89,21,6,0,39.09,1.13
19.51,21,5,0,66.34,1.13
7.48,9,1,1,42.39,2.32
9.95,4,4,1,22.14,1.25
8.01,22,4,0,71.14,1.11
2.2,2,0,1,29.76,1.47
14.7,20,5,0,31.45,1.0
13.59,11,0,0,33.07,1.0
11.63,19,6,0,63.11,1.04
9.45,3,3,0,29.94,1.0
17.96,6,0,0,66.17,1.06
19.93,19,6,0,68.46,1.0
14.39,3,1,1,72.95,1.23
2.52,5,0,0,57.59,1.0
6.57,15,2,0,59.48,1.14
10.99,16,4,1,20.62,1.31
17.88,17,2,1,34.32,2.06
8.71,23,6,0,24.68,1.0
12.9,4,5,1,39.56,1.5
1.42,14,6,0,36.25,1.07
19.53,6,6,1,35.93,1.39
10.21,9,1,1,66.23,1.92
10.7,15,0,1,50.8,1.4
14.14,18,3,0,62.85,1.94
18.27,4,1,0,37.8,1.0
16.26,0,1,0,48.85,1.0
8.6,1,3,0,58.69,1.0
12.34,3,6,1,62.11,1.22
17.08,0,2,1,51.9,1.26
17.86,22,2,0,62.66,1.06
18.94,13,6,1,58.45,1.19
7.22,19,0,1,75.36,1.26
10.31,5,2,1,56.9,1.26
16.33,11,3,1,59.9,1.36
14.2,17,2,1,28.49,1.94
1.1,15,4,1,44.25,1.42
11.11,14,1,1,63.92,1.4
10.03,11,1,1,70.1,1.24
9.19,18,0,1,37.14,2.14
5.16,8,4,1,68.59,1.97
2.77,19,1,0,43.93,1.16
19.71,11,0,0,27.31,1.0
5.17,1,2,1,49.95,1.18
17.08,8,5,0,68.12,1.8
18.53,23,5,0,45.38,1.08
1.03,1,1,0,30.82,1.0
7.48,5,1,0,41.42,1.19
8.23,16,4,0,69.5,1.0
8.19,11,0,1,54.28,1.34
8.72,8,0,1,63.83,2.09
3.56,11,0,1,48.88,1.54
19.07,2,1,1,78.78,1.14
7.56,0,2,1,63.94,1.38
4.59,10,2,0,72.66,1.0
17.45,2,4,1,47.55,1.3
18.36,3,1,1,34.65,1.48
1.81,21,5,0,34.13,1.06
16.89,10,0,1,26.07,1.27
17.11,11,6,0,26.47,1.0
12.76,14,1,0,31.56,1.03
16.7,13,1,1,58.22,1.5
8.94,19,4,1,42.55,1.38
19.52,9,5,0,70.09,1.88
4.65,10,3,0,31.3,1.0
2.97,3,6,1,23.31,1.15
19.8,19,1,0,70.39,1.05
5.54,13,3,0,55.62,1.08
18.34,7,4,0,40.14,1.06
18.83,13,6,1,34.53,1.25
17.2,15,0,1,51.18,1.51
6.01,9,1,0,47.15,1.71
14.23,18,3,1,36.8,1.99
1.22,18,2,0,65.55,1.72
7.2,16,2,1,61.28,1.3
14.25,20,2,0,58.03,1.05
13.96,11,3,0,69.13,1.19
7.03,2,0,0,77.39,1.0
12.5,14,4,1,72.02,1.44
4.05,3,6,0,50.5,1.0
15.63,23,6,0,69.36,1.1
15.25,3,3,1,64.9,1.39
11.35,10,3,0,79.19,1.18
8.17,9,3,1,27.19,2.0
9.0,5,3,1,76.43,1.47
7.74,18,6,0,20.39,1.81
1.71,12,4,0,33.33,1.18
18.74,21,6,1,50.17,1.48
5.4,3,6,0,60.97,1.02
11.46,22,6,1,52.87,1.4
16.79,2,3,0,43.4,1.07
10.8,20,2,1,49.64,1.33
15.19,16,5,1,66.58,1.51
18.28,0,6,0,24.86,1.12
18.8,4,4,1,57.06,1.28
12.98,23,1,0,59.1,1.0
11.36,20,1,0,55.03,1.2
16.1,5,2,0,50.79,1.0
7.11,12,1,0,43.02,1.04
12.36,11,5,1,77.81,1.34
6.18,5,2,0,29.76,1.16
1.83,1,6,0,78.2,1.0
13.31,0,3,0,34.51,1.0
2.54,11,5,0,79.98,1.08
9.37,8,6,0,72.18,1.69
3.83,13,5,1,27.99,1.57
7.16,4,0,1,21.07,1.3
1.54,5,4,0,31.92,1.18
14.61,23,1,1,44.72,1.49
14.72,21,3,1,60.59,1.36
2.1,6,6,1,23.38,1.34
17.74,16,1,0,64.94,1.08
15.26,4,3,0,23.71,1.16
8.61,22,5,0,28.45,1.17
14.07,9,2,1,47.26,2.26
15.03,14,2,1,28.12,1.29
3.12,6,5,0,30.27,1.15
14.48,11,1,0,62.94,1.0
18.27,7,4,1,27.06,1.24
4.98,21,2,1,27.64,1.34
11.78,15,2,0,40.59,1.03
2.42,16,2,1,22.59,1.5
7.9,9,1,1,72.81,1.88
10.19,22,0,0,31.51,1.0
11.5,1,0,0,26.16,1.03
14.99,8,2,0,72.47,1.61
2.14,16,3,0,37.31,1.0
13.44,0,2,1,68.42,1.26
4.67,17,1,1,58.15,2.09
1.61,13,3,0,25.49,1.05
14.69,19,3,0,47.64,1.0
19.67,7,2,0,65.52,1.05
5.84,10,1,1,67.78,1.26
4.88,4,4,0,34.05,1.08
8.7,21,1,0,62.31,1.17
4.94,6,5,0,77.33,1.13
2.26,20,5,0,41.56,1.0
4.89,6,5,1,68.86,1.29
4.95,2,0,1,27.44,1.17
8.42,6,4,0,31.2,1.16
6.5,1,6,0,69.71,1.0
9.54,5,3,0,41.24,1.16
11.74,8,6,0,71.54,1.56
12.8,7,6,1,28.65,1.33
12.31,20,3,1,61.97,1.33
15.39,6,0,1,51.05,1.47
1.46,9,1,0,34.4,1.48
16.86,11,3,0,45.5,1.0
3.67,7,5,0,41.18,1.16
11.1,3,5,1,72.52,1.36
12.02,10,4,1,20.04,1.35
4.64,11,5,1,49.06,1.41
2.7,7,2,0,76.39,1.09
9.63,1,3,0,40.17,1.0
18.84,16,3,0,62.74,1.12
15.65,9,5,1,70.04,1.97
12.09,23,4,1,45.32,1.43
13.93,0,5,1,21.45,1.29
9.01,22,3,1,66.38,1.19
12.72,1,4,0,55.61,1.0
1.02,17,3,1,60.56,1.99
7.1,21,2,0,35.93,1.16
8.28,0,3,0,66.36,1.19
17.27,0,6,1,78.39,1.32
3.43,8,3,0,46.43,1.55
12.06,13,6,1,58.21,1.38
1.57,16,3,0,63.83,1.2
3.73,14,4,1,78.87,1.5
11.75,22,3,0,33.34,1.03
15.78,11,6,1,79.79,1.42
1.89,16,1,1,22.41,1.45
12.94,17,6,0,46.19,1.88
3.71,5,1,1,49.3,1.56
14.63,21,5,1,72.12,1.46
1.67,21,1,0,66.81,1.07
8.43,8,3,1,43.99,1.78
10.92,11,3,0,68.08,1.13
19.89,14,5,0,57.3,1.0
1.97,23,1,1,72.79,1.3
13.63,3,4,1,76.73,1.55
11.69,3,3,0,26.36,1.0
11.23,1,4,1,69.79,1.39
9.83,14,5,1,74.48,1.23
18.28,2,6,0,57.12,1.09
19.95,2,2,0,64.87,1.0
4.86,8,2,0,20.91,1.51
8.96,13,1,0,41.98,1.0
4.7,3,5,1,45.9,1.21
15.39,1,1,1,21.21,1.3
15.57,18,3,0,69.89,1.74
12.52,18,2,0,55.06,1.8
4.69,13,5,0,37.28,1.09
15.22,10,2,0,61.95,1.0
14.66,4,1,0,45.9,1.01
2.86,4,6,0,25.52,1.11
6.02,21,2,0,54.47,1.1
6.56,0,4,0,46.25,1.05
19.18,2,3,1,57.46,1.23
8.74,0,1,0,68.24,1.03
18.03,11,0,0,43.57,1.18
15.61,19,0,0,76.54,1.17
18.67,16,6,1,56.51,1.44
18.56,18,2,0,28.5,1.81
4.85,7,5,1,53.15,1.29
2.83,14,5,0,26.85,1.15
6.23,6,2,0,69.83,1.15
14.04,8,2,0,31.03,1.77
14.21,16,2,1,43.53,1.42
10.09,3,5,0,34.01,1.13
7.39,14,1,0,56.61,1.02
18.27,18,2,0,76.53,1.79
11.15,15,0,0,79.56,1.0
3.99,20,1,1,62.83,1.28
16.73,22,1,0,76.98,1.04
3.22,2,2,1,24.95,1.44
15.14,10,5,1,61.3,1.42
2.47,3,6,0,79.64,1.03
13.59,17,3,0,40.84,1.52
4.48,23,2,1,73.41,1.38
10.33,18,6,0,42.5,1.71
15.07,12,0,1,54.3,1.27
9.81,12,3,1,20.88,1.28
10.13,17,5,0,40.21,1.76
5.66,18,4,0,64.19,1.59
3.56,12,1,1,65.47,1.34
9.1,18,4,1,39.57,2.1
9.3,15,6,1,71.91,1.2
14.91,4,0,0,37.38,1.2
13.32,7,2,1,42.49,1.34
7.51,4,5,1,67.18,1.45
3.98,16,3,1,29.53,1.39
10.32,12,0,0,50.53,1.05
2.59,8,2,1,70.32,2.27
1.3,2,5,0,63.3,1.14
9.54,9,4,0,48.8,1.58
16.66,23,4,1,25.09,1.48
15.88,18,0,1,45.92,1.85
5.49,14,0,1,46.33,1.41
10.98,20,2,1,27.71,1.34
16.74,7,5,0,33.39,1.18
17.13,17,1,1,35.76,1.95
6.3,14,1,0,35.68,1.01
9.78,17,4,0,72.67,1.54
3.92,6,0,1,27.27,1.24
16.97,17,5,1,26.68,1.76
11.93,14,2,0,46.3,1.05
4.3,15,2,0,39.35,1.0
14.19,3,4,0,56.24,1.18
7.92,16,0,0,41.15,1.04
14.05,11,3,1,51.06,1.37
6.7,12,5,0,43.39,1.0
11.24,5,4,1,68.92,1.31
17.23,10,2,1,30.15,1.49
2.34,0,3,1,42.22,1.14
6.75,16,0,1,57.93,1.44
14.53,4,0,0,35.92,1.19
19.1,22,5,1,79.1,1.27
12.97,19,2,1,49.78,1.31
8.73,22,1,1,32.32,1.47
11.54,3,2,1,79.99,1.29
18.06,16,6,0,49.61,1.0
17.06,20,2,1,56.72,1.29
6.13,20,2,1,64.13,1.17
1.63,14,3,1,60.85,1.21
13.77,12,6,1,37.57,1.33
18.66,2,4,1,64.38,1.19
10.69,17,5,0,56.75,1.99
8.63,3,1,0,56.28,1.17
13.4,16,5,0,23.56,1.0
8.02,1,5,0,68.61,1.2
7.21,1,3,1,48.45,1.47
6.29,3,5,1,54.03,1.4
3.96,7,4,0,38.35,1.0
16.4,20,4,1,59.13,1.42
6.14,12,1,0,53.52,1.11
17.36,14,3,1,76.52,1.36
15.98,22,6,0,24.73,1.11
18.12,10,3,1,69.23,1.2
1.24,19,6,1,34.7,1.59
7.26,23,6,1,37.67,1.33
8.15,9,2,1,55.97,1.94
4.14,18,6,1,49.09,1.8
10.69,17,2,1,72.58,1.77
10.93,18,0,1,23.87,1.91
3.48,0,6,1,48.17,1.21
6.52,20,4,0,67.37,1.03
1.93,18,4,0,41.42,1.89
10.01,0,0,1,72.96,1.25
17.67,22,5,0,63.87,1.02
19.3,6,4,0,65.32,1.17
16.0,20,3,0,21.81,1.01
17.89,11,1,1,61.82,1.28
8.04,13,4,0,31.64,1.06
16.58,3,1,0,79.83,1.0
6.88,23,2,1,38.54,1.47
14.25,13,1,0,53.89,1.05
8.42,14,2,1,60.64,1.25
12.7,5,0,1,46.62,1.45
17.04,13,1,0,42.4,1.03
10.03,10,0,1,63.49,1.37
16.1,5,5,0,78.22,1.0
9.42,1,5,0,44.77,1.0
15.6,4,0,0,29.04,1.04
10.65,11,6,0,42.21,1.08
6.55,10,2,1,53.23,1.26
9.77,17,1,0,21.7,1.57
2.12,7,6,1,52.34,1.5
14.58,13,3,1,50.98,1.39
9.15,21,2,1,40.12,1.54
10.95,1,0,0,24.93,1.1
4.42,7,0,1,25.01,1.16
8.26,22,2,1,41.22,1.31
11.8,16,4,1,63.48,1.4
9.73,14,2,1,33.52,1.38
19.8,1,5,0,64.93,1.19
4.58,23,2,0,34.98,1.0
1.29,14,4,0,25.61,1.08
3.95,21,6,0,42.69,1.0
1.99,21,2,0,43.28,1.19
3.49,22,5,1,46.33,1.21
14.32,0,3,1,27.33,1.33
13.2,0,1,1,56.51,1.35
9.64,9,0,0,33.74,1.45
7.22,20,4,0,32.57,1.16
18.9,22,6,0,51.07,1.0
2.98,0,1,1,45.96,1.16
11.48,3,1,0,29.55,1.0
5.31,17,6,0,24.69,1.75
3.02,14,1,0,26.62,1.0
6.72,4,3,1,63.2,1.36
2.14,13,1,1,35.41,1.51
9.51,23,6,1,66.53,1.17
7.47,16,6,0,66.23,1.09
4.34,1,0,1,57.92,1.54
8.38,5,1,1,44.66,1.25
11.79,15,1,1,56.06,1.42
12.65,4,6,0,72.99,1.0
5.06,8,4,1,49.18,2.05
11.54,2,4,0,28.78,1.19
3.0,4,4,0,33.91,1.0
14.58,0,4,0,30.74,1.05
12.63,0,0,1,56.32,1.26
16.45,5,1,0,32.2,1.0
8.88,20,6,1,78.32,1.41
6.52,3,6,1,44.13,1.39
5.04,2,4,0,62.32,1.0
18.8,8,5,1,29.23,2.04
14.25,3,4,1,24.19,1.42
5.04,4,5,0,57.42,1.06
4.38,13,4,1,75.39,1.31
18.18,23,1,1,23.55,1.5
18.51,0,4,1,51.23,1.54
1.62,4,1,0,43.14,1.11
18.37,17,6,1,59.0,2.09
17.66,15,1,0,44.52,1.05
18.87,13,4,1,51.98,1.37
2.34,8,5,0,75.63,1.85
6.88,13,6,1,66.76,1.39
